# LF_DEM version v2.0-476-g5b678e2-dirty
# np 200
# VF 0.45
# Lx 13.9626
# Ly 13.9626
# Lz 13.9626
#1: number of the particle
#2: radius
#3: position x
#4: position y
#5: position z
#6: velocity x
#7: velocity y
#8: velocity z
#9: angular velocity x
#10: angular velocity y
#11: angular velocity z
#12: viscosity contribution of lubrication
#13: viscosity contributon of contact GU xz
#14: viscosity contributon of brownian xz
#15: angle (for 2D simulation only)

# 0 0 1.26729 5 0 
0 1 -0.39441 3.151 -0.0706 0.00583114 -0.123835 0.391783 -0.0430388 0.441251 -0.0121158 50.4634 0 0 0
1 1 5.5226 -5.26847 1.07838 1.18649 -0.156276 0.761476 -0.0677179 0.815956 0.063296 13.7974 0 0 0
2 1 -2.94196 -4.8899 -0.45 -0.209845 -0.0588484 0.0948463 -0.199262 0.703631 -0.0404082 29.1208 0 0 0
3 1 -3.68262 -1.56048 0.989878 1.06234 -0.206237 -0.264389 -0.0513217 0.868352 0.0553783 26.1054 0 0 0
4 1 -3.33251 -2.69218 5.68118 7.04115 -0.297148 -0.106692 -0.0626789 0.560594 0.124847 36.1889 0 0 0
5 1 2.51711 5.6604 4.87526 6.6517 0.253378 -0.27893 -0.0285882 0.669957 0.0868213 76.3985 0 0 0
6 1 0.96206 -0.45253 -2.6498 -3.30371 -0.620888 -0.0990564 -0.055436 0.655924 0.0284937 62.2919 0 0 0
7 1 -0.853 0.35386 -4.43754 -5.50898 -0.0781821 -0.248447 -0.0777425 0.395643 -0.130562 26.636 0 0 0
8 1 -4.48323 5.1159 6.56634 8.02183 -0.117446 0.20284 -0.0133233 0.609922 0.0450217 36.2823 0 0 0
9 1 -2.62466 -0.02037 0.00705811 -0.177855 -0.251587 -0.717018 0.119414 0.576338 0.00875033 41.2858 0 0 0
10 1 2.93321 -0.75291 -2.1196 -2.75114 0.0241984 0.430612 -0.0424121 0.576386 0.12994 58.4005 0 0 0
11 1 0.85244 -0.41001 -5.8547 -7.07164 0.19202 0.285333 0.0858332 0.3887 -0.0378762 55.7096 0 0 0
12 1 -4.55498 -3.61054 -0.8387 -0.835346 -0.24003 0.00653074 -0.0589208 0.529905 -0.0103446 30.7413 0 0 0
13 1 3.2581 2.61983 -2.9309 -3.78834 -0.122308 0.226916 -0.0359571 0.633406 -0.157142 18.4412 0 0 0
14 1 5.6841 -3.27639 -3.2094 -4.40601 -0.0216451 0.366649 0.0592623 0.532924 -0.0193978 55.7624 0 0 0
15 1 -5.62962 0.66018 -3.7801 -4.89532 -0.000860313 0.069197 0.197633 0.760506 -0.0476337 46.1835 0 0 0
16 1 5.8539 5.8001 -2.0019 -2.64799 -0.172042 -0.278976 0.0254427 0.720021 0.120366 36.315 0 0 0
17 1 4.066 5.3777 2.51525 2.04115 -0.272841 -0.0958641 -0.0225906 0.710967 0.298821 45.3642 0 0 0
18 1 -6.12306 -4.49149 3.62591 5.21458 -0.17835 -0.379829 -0.0771878 1.01086 -0.017264 47.4812 0 0 0
19 1 6.9624 0.83895 -2.2369 -3.15787 -0.108223 0.588233 -0.0278137 0.673168 -0.0446039 46.9948 0 0 0
