# LF_DEM version v1.0-340-g43ee96d-dirty
# np 500
# VF 0.449998
# Lx 18.9728
# Ly 18.9728
# Lz 18.9728
0.0012 9.63782 -0.320254 0.00565589 0.398568 -0.0293127 -0.211099 -0.321488 -0.0506358 0.000361166 0.213329 0.000865316 0.00311078 -0.0228363 -0.267554 0.00362393 0.208467 -0.0153763 -0.157901 -0.280838 0.000237303 0.00217736 -0.0218832 -0.0148323 -0.0504947 -0.0149027 0 0 0 0 0 0 -0.00230201 -0.000506561 -0.00134453 3.06781e-05 -0.00581407 -0.00291031 100 
0.0021 11.0055 -0.421802 0.0103954 0.471126 -0.00613011 -0.232384 -0.367588 -0.0849102 -0.00203224 0.248819 0.00231813 -0.0149725 -0.0365581 -0.288184 0.00316709 0.215875 -0.00697346 -0.15846 -0.293177 -0.0383735 0.00875787 0.00586611 -0.00102312 -0.0447683 -0.0269345 0 0 0 0 0 0 -0.0103342 0.000502679 0.000566475 -0.000451661 -0.0141835 -0.0109186 100 
0.0033 11.441 -0.463918 0.0197398 0.494228 -0.00583985 -0.251588 -0.400007 -0.0851312 -0.00408915 0.250381 0.00265733 -0.0162896 -0.0403535 -0.32003 0.0147127 0.238613 -0.00807591 -0.154553 -0.300447 -0.045993 0.00839622 0.00430167 -0.000285145 -0.0636521 -0.0452564 0 0 0 0 0 0 -0.0127633 0.000720077 0.000931618 -0.000136126 -0.0170934 -0.0139504 100 
0.0042 11.6258 -0.467222 0.013231 0.504032 -0.00165648 -0.255032 -0.416922 -0.0870216 -0.00412316 0.252237 0.00265546 -0.0189175 -0.0432721 -0.320817 0.00466393 0.245704 -0.00418146 -0.154695 -0.313249 -0.0478588 0.0124032 0.00510387 0.000297605 -0.0650525 -0.0470547 0 0 0 0 0 0 -0.0115248 0.00028698 0.000987337 -0.000428083 -0.0163676 -0.0133463 100 
0.0051 11.6412 -0.484353 0.0230938 0.504849 -0.00579577 -0.282847 -0.407328 -0.086253 -0.00339985 0.251852 0.00270738 -0.0205988 -0.0433658 -0.33032 0.00882173 0.247276 -0.00980741 -0.159132 -0.299631 -0.0544898 0.0184292 0.00439938 0.00130389 -0.0854118 -0.0509165 0 0 0 0 0 0 -0.0132898 -0.000757228 0.00132161 3.74162e-07 -0.0177041 -0.0134145 100 
0.0063 11.8464 -0.502754 0.0229061 0.515734 0.00239866 -0.288313 -0.432054 -0.0876245 -0.00626002 0.25402 0.00462556 -0.0209735 -0.0485537 -0.339604 0.0131416 0.258095 -0.0109936 -0.162746 -0.300463 -0.062893 0.0163342 0.00277118 0.0074582 -0.0840035 -0.0660043 0 0 0 0 0 0 -0.0126322 -0.000309816 0.000848054 0.00130847 -0.0205898 -0.0170334 100 
0.0072 11.9807 -0.5102 0.019221 0.522864 -0.001907 -0.291524 -0.436427 -0.0889552 -0.00469311 0.253598 0.00407039 -0.0205773 -0.0487588 -0.338241 0.0134233 0.260864 -0.0128302 -0.162536 -0.311753 -0.0709888 0.00954184 0.00745298 0.00691128 -0.0911268 -0.0616684 0 0 0 0 0 0 -0.0120143 0.000948952 0.000948414 -5.84324e-05 -0.0172838 -0.0142462 100 
0.0081 12.0379 -0.50614 0.0165587 0.525894 -0.00438852 -0.292131 -0.441101 -0.0938389 -0.00503968 0.257282 0.00504203 -0.025737 -0.0562626 -0.33114 0.0176663 0.256693 -0.0113913 -0.16049 -0.304654 -0.0690262 0.00448206 0.01015 0.00242919 -0.0876214 -0.066368 0 0 0 0 0 0 -0.0121348 -0.000550017 0.00176873 -0.000468397 -0.018283 -0.0138158 100 
0.0093 11.9051 -0.520525 0.0128562 0.51885 -0.00379227 -0.291833 -0.431721 -0.0919959 -0.00506274 0.255577 0.0051013 -0.0251723 -0.0534916 -0.351276 0.00747891 0.255357 -0.00989046 -0.167426 -0.307338 -0.0651664 0.00950824 0.00684185 0.00165026 -0.0805854 -0.056624 0 0 0 0 0 0 -0.0120875 0.000931768 0.00107413 -0.000653365 -0.0186491 -0.014267 100 
0.0102 11.9245 -0.526303 0.0120641 0.519882 -0.00372704 -0.297558 -0.418322 -0.092484 -0.00601446 0.255345 0.00503935 -0.0249862 -0.0509682 -0.352986 0.0133097 0.263839 -0.0135962 -0.174162 -0.302028 -0.0687619 0.00544471 -0.00061558 0.00553656 -0.0793918 -0.0505472 0 0 0 0 0 0 -0.012071 -0.000675784 0.00131393 -0.000706773 -0.0190177 -0.0147784 100 
