# LF_DEM version v2.0-476-g5b678e2-dirty
# np 200
# VF 0.45
# Lx 13.9626
# Ly 13.9626
# Lz 13.9626
#1: particle 1 label
#2: particle 2 label
#3: contact state (0 = no contact, 1 = frictionless contact, 2 = non-sliding frictional, 3 = sliding frictional)
#4: normal vector, oriented from particle 1 to particle 2 x
#5: normal vector, oriented from particle 1 to particle 2 y
#6: normal vector, oriented from particle 1 to particle 2 z
#7: dimensionless gap = s-2, s = 2r/(a1+a2)
#8: normal part of the lubrication force
#9: tangential part of the lubrication force x
#10: tangential part of the lubrication force y
#11: tangential part of the lubrication force z
#12: norm of the normal part of the contact force
#13: tangential part of the contact force, x
#14: tangential part of the contact force, y
#15: tangential part of the contact force, z
#16: norm of the normal repulsive force
#17: Viscosity contribution of contact xF

# 5e-05 748 0.0005
0 65 0 -0.99367 0.106239 0.036511 0.0502647 168.697 1.21395 7.05259 12.517 0 0 0 0 0 0 
0 69 0 -0.0580823 0.158888 -0.985587 0.150258 16.0468 -22.0624 -37.4065 -4.7302 0 0 0 0 0 0 
0 84 0 0.286364 0.958031 -0.0131491 0.0689641 -66.6775 10.9399 -3.40322 -9.70432 0 0 0 0 0 0 
0 108 0 0.835083 0.225304 -0.501871 0.148753 -44.1776 -3.12165 17.5918 2.70322 0 0 0 0 0 0 
0 127 0 -0.578347 -0.244359 0.778333 0.472163 -42.2816 1.99348 -1.3217 1.06632 0 0 0 0 0 0 
0 156 0 -0.0360119 -0.899408 -0.435625 0.0899866 -198.18 0.469946 -8.58521 17.6865 0 0 0 0 0 0 
0 192 0 0.864898 -0.172563 0.471354 0.117683 -115.635 9.35041 0.202851 -17.083 0 0 0 0 0 0 
1 96 0 0.384754 -0.443442 -0.809521 0.263129 -57.1946 -14.1592 -6.98525 -2.90326 0 0 0 0 0 0 
1 151 0 0.242013 0.599231 -0.76312 0.0964691 22.6861 22.715 -10.6298 -1.14314 0 0 0 0 0 0 
1 198 0 0.710296 -0.509744 0.485429 0.0555438 131.775 -32.1164 -39.3509 5.6718 0 0 0 0 0 0 
2 12 0 -0.769033 0.612925 -0.181415 0.0952903 -3.28085 31.4856 41.4472 6.56286 0 0 0 0 0 0 
2 25 0 0.833961 -0.514739 0.198877 0.232496 -21.1132 -12.6064 -21.8933 -3.80162 0 0 0 0 0 0 
2 32 0 0.509722 0.137564 0.84927 0.117207 -74.4143 0.040183 -36.7667 5.9313 0 0 0 0 0 0 
2 102 0 -0.404336 0.542127 0.736621 0.14046 2.13092 0.145415 4.28868 -3.0765 0 0 0 0 0 0 
2 105 0 0.51159 -0.519614 -0.684307 0.160538 -45.1985 -7.80834 -14.3409 5.05192 0 0 0 0 0 0 
2 157 0 -0.0203275 -0.980255 0.19669 0.371984 -40.5065 -8.12739 -1.41425 -7.8882 0 0 0 0 0 0 
3 9 0 0.496534 0.739526 -0.454483 0.0701239 196.283 9.79217 -6.75063 -0.28631 0 0 0 0 0 0 
3 81 0 -0.510709 0.844663 -0.16038 0.106527 119.258 -1.97093 3.28788 23.5923 0 0 0 0 0 0 
3 85 0 0.587652 -0.553962 0.589738 0.224109 14.7474 -29.6448 -26.9453 4.22922 0 0 0 0 0 0 
3 102 0 -0.0651502 -0.995125 0.0740438 0.186155 -64.988 -44.4065 4.52418 21.7307 0 0 0 0 0 0 
3 164 0 -0.796004 0.0329774 -0.604393 0.363135 -32.5971 -12.3356 11.6711 16.8831 0 0 0 0 0 0 
3 184 0 -0.0544425 0.0972991 0.993765 0.227342 -37.5408 -18.1896 -11.0225 0.0827061 0 0 0 0 0 0 
4 23 0 -0.0718966 -0.621861 -0.77982 0.0678341 36.2134 15.0581 -24.9774 18.5297 0 0 0 0 0 0 
4 40 0 -0.621915 0.61863 0.480124 0.103585 -14.2526 -8.91233 12.7793 -28.0102 0 0 0 0 0 0 
4 83 0 0.114174 -0.45206 0.88465 0.155632 -43.655 9.39469 37.7872 18.0969 0 0 0 0 0 0 
4 107 0 0.523576 -0.849169 0.0691373 0.0548365 42.1922 14.7147 10.5162 17.729 0 0 0 0 0 0 
4 122 0 -0.867346 -0.460438 -0.188965 0.0643414 45.3667 -6.77793 -7.34214 49.0006 0 0 0 0 0 0 
4 178 0 0.827058 0.453524 -0.332101 0.228277 -12.0777 0.216077 -3.16058 -3.77803 0 0 0 0 0 0 
4 184 0 -0.180496 0.555139 -0.811937 0.0976915 3.95893 4.92289 -17.0217 -12.7325 0 0 0 0 0 0 
5 57 0 0.78291 -0.143844 0.605277 0.0608467 -7.68715 -22.6555 -40.338 19.7179 0 0 0 0 0 0 
5 88 0 -0.614013 0.783352 -0.0966835 0.109204 -66.1296 32.1165 22.2813 -23.4352 0 0 0 0 0 0 
5 134 0 -0.532102 0.134887 -0.835867 0.0669442 -0.731829 -0.221605 6.86343 1.24865 0 0 0 0 0 0 
5 138 0 -0.936896 -0.0350369 0.347849 0.0981118 -141.534 -11.9968 71.6914 -25.0911 0 0 0 0 0 0 
5 143 0 0.422135 0.780923 0.460394 0.212599 18.0347 20.1877 -1.85671 -15.3607 0 0 0 0 0 0 
5 197 0 0.361009 -0.926222 0.108559 0.200824 34.2964 -8.50912 0.608527 33.4886 0 0 0 0 0 0 
6 10 0 0.956961 -0.137542 0.255553 0.0437996 142.672 2.20845 -5.72154 -11.3493 0 0 0 0 0 0 
6 62 0 0.0982884 -0.751624 0.652228 0.0726257 -57.8662 -21.8916 17.7582 23.7635 0 0 0 0 0 0 
6 112 0 0.141576 0.953321 -0.266711 0.153153 -34.9439 46.1486 -10.6559 -13.5912 0 0 0 0 0 0 
6 156 0 -0.582135 0.552231 0.596791 0.0623657 112.818 -6.194 20.6571 -25.1565 0 0 0 0 0 0 
6 161 0 0.698312 0.260055 -0.666882 0.368702 -18.6549 -1.15199 -8.62048 -4.5679 0 0 0 0 0 0 
6 171 0 -0.441467 -0.622215 -0.646495 0.0468484 142.069 -2.00685 15.5354 -13.5815 0 0 0 0 0 0 
7 11 0 0.731832 -0.323303 -0.599914 0.346312 0.414245 7.26371 -7.96408 13.1529 0 0 0 0 0 0 
7 93 0 -0.138452 -0.346662 -0.927716 0.156743 -13.3222 -1.18529 -9.56506 3.75109 0 0 0 0 0 0 
7 171 0 0.302417 -0.949082 0.0882446 0.0426031 214.272 24.0168 12.0132 46.8971 0 0 0 0 0 0 
7 172 0 -0.789745 0.492583 0.365601 0.086389 22.9713 19.4688 47.9463 -22.5441 0 0 0 0 0 0 
7 177 0 -0.700108 -0.678567 -0.222253 0.362554 42.2286 -7.19131 3.67094 11.4451 0 0 0 0 0 0 
7 183 0 0.104969 0.987473 -0.11781 0.219357 -17.3199 -0.597286 -3.36013 -28.6965 0 0 0 0 0 0 
8 28 0 0.636904 -0.74878 0.183525 0.116996 -168.51 17.8491 15.5758 1.60587 0 0 0 0 0 0 
8 31 0 -0.252636 -0.146026 -0.956479 0.320986 -42.6465 -1.14611 4.06049 -0.317195 0 0 0 0 0 0 
8 50 0 0.227107 0.241482 0.943456 0.07412 -21.391 6.77338 23.2065 -7.57029 0 0 0 0 0 0 
