# LF_DEM version v1.0-715-g32e4c41-dirty	
# np 500
# VF 0.449998
# Lx 18.9728
# Ly 18.9728
# Lz 18.9728
0 2.12499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 
0.001 9.93748 -0.4092 0.0600689 0.414465 -0.0441351 -0.361289 -0.470267 -0.167781 0.00145989 0.271297 0.000184267 -0.0848105 -0.150777 -0.163336 0.0712554 0.160946 -0.0600412 -0.107653 -0.239238 0.0328976 -0.0211554 -0.0474722 0.0162416 -0.0366928 0.0532571 0 0 0 0 0 0 -0.110981 0.00850904 0.0296951 -0.000519758 -0.132132 -0.133508 10 
0.00200303 9.57531 -0.41543 0.0278416 0.395252 -0.056561 -0.363094 -0.463609 -0.168407 0.00220126 0.271691 -0.00179955 -0.0851622 -0.152911 -0.153071 0.0397812 0.134439 -0.0431148 -0.098611 -0.194106 0.0178161 -0.00971018 -0.0430491 -0.000686953 -0.0373979 0.0268779 0 0 0 0 0 0 -0.111769 -0.00443075 0.0321707 -0.0109597 -0.141923 -0.143471 10 
0.00302963 8.85214 -0.366005 0.0268091 0.356886 -0.0189678 -0.303975 -0.351766 -0.170318 0.00264752 0.273185 -0.00183424 -0.0870604 -0.154465 -0.101227 0.0503351 0.0754509 -0.0272171 -0.0679325 -0.122451 0.0287197 -0.0168606 -0.0292104 0.00605752 -0.0066308 0.0626391 0 0 0 0 0 0 -0.123179 -0.0093129 0.0374605 0.00402604 -0.142352 -0.137489 10 
0.00400123 8.61584 -0.323988 0.00241416 0.34435 -0.0070502 -0.275223 -0.357905 -0.174461 0.00405849 0.275702 -0.0026639 -0.0898779 -0.159705 -0.0460704 0.0221137 0.0400797 -0.014448 -0.0428241 -0.0757083 0.0283354 -0.0135763 -0.0146122 0.00228804 -0.00368929 0.0281669 0 0 0 0 0 0 -0.131792 -0.0101817 0.04318 0.00777372 -0.138832 -0.150659 10 
0.00502802 8.69936 -0.346139 0.0266917 0.348781 -0.039256 -0.270618 -0.371545 -0.178803 0.00569115 0.279525 -0.00446994 -0.0943841 -0.162118 -0.0470726 0.0197339 0.0334638 -0.0223955 -0.0174479 -0.063628 0.0146783 -0.00830908 -0.00911035 -0.000982835 -0.007909 0.00369753 0 0 0 0 0 0 -0.134942 0.00957579 0.0449028 -0.0114077 -0.150877 -0.149496 10 
0.00602635 8.55097 -0.349355 0.0172519 0.340908 -0.000489371 -0.267884 -0.380644 -0.180352 0.00599483 0.280982 -0.00457198 -0.0954478 -0.166203 -0.0570994 0.0274851 0.0295643 -0.0108737 -0.0228571 -0.048478 0.025061 -0.01599 -0.014625 0.0124341 0.00658059 -0.0110305 0 0 0 0 0 0 -0.136964 -0.000238046 0.0449874 0.00252229 -0.156159 -0.154932 10 
0.00701577 8.98138 -0.357276 0.0247677 0.363743 0.00198925 -0.254435 -0.432285 -0.18358 0.00727932 0.282717 -0.00570184 -0.0971668 -0.167585 -0.0342979 0.00500111 0.0512077 -0.00846279 -0.00469581 -0.085701 0.00112704 0.00463562 -0.0232652 0.0223933 -0.00233864 -0.0168737 0 0 0 0 0 0 -0.140525 0.00785166 0.0530831 -0.00623941 -0.150234 -0.162125 10 
0.00802675 8.54342 -0.337587 0.0209878 0.340508 -0.0172962 -0.259672 -0.352198 -0.180514 0.00655205 0.281551 -0.00626501 -0.0948849 -0.165893 -0.0260936 -0.0131374 0.0170423 -0.00100754 -0.0206785 -0.0357578 0.0100508 0.00918845 -0.00691763 -0.000885077 -0.000477075 0.00140674 0 0 0 0 0 0 -0.141029 0.0183846 0.0488328 -0.0091386 -0.143632 -0.151954 10 
0.00901333 8.49605 -0.371194 0.0150278 0.337995 -0.0167348 -0.252044 -0.334351 -0.178484 0.0055148 0.280031 -0.00454413 -0.0926488 -0.163866 -0.0572838 0.0157378 0.0402925 -0.00808001 -0.0197164 -0.031257 0.0156404 -0.00222067 -0.0281181 -0.00151794 -0.00739419 -0.00265273 0 0 0 0 0 0 -0.151066 -0.00400411 0.0457895 -0.00259268 -0.132285 -0.136575 10 
0.0100153 9.07962 -0.372559 0.0224654 0.368955 -0.0145518 -0.266671 -0.351363 -0.181886 0.00448627 0.283086 -0.00337131 -0.094448 -0.168366 -0.0696202 0.0188221 0.0521763 -0.00290334 -0.021125 -0.038549 0.0190667 -0.00448139 -0.0132098 -0.00522485 -0.00628189 -0.00159792 0 0 0 0 0 0 -0.14012 0.00363843 0.046902 -0.00305227 -0.144816 -0.14285 10 
