# LF_DEM version v1.0-408-g47d9e14-dirty
# np 500
# VF 0.449998
# Lx 18.9728
# Ly 18.9728
# Lz 18.9728
0.001 7.20856 -0.269138 0.0173938 0.269692 0.00926369 -0.249077 -0.258025 -0.0636911 -0.00244945 0.19302 0.00116634 -0.0132278 -0.0436585 -0.0947662 0.0179133 0.0586166 -0.000644893 -0.0556151 -0.103127 -0.0640029 0.00727409 0.0131231 0.00515159 -0.112367 -0.0626307 0 0 0 0 0 0 -0.0466777 -0.00534414 0.00493212 0.00359066 -0.0678673 -0.0486087 10 
0.00207769 8.99635 -0.386841 0.0188731 0.364537 -0.00384481 -0.331352 -0.386775 -0.140707 -0.00613463 0.245642 0.00595885 -0.0626817 -0.115425 -0.0999077 0.0263928 0.0684717 -0.0150611 -0.0682228 -0.102989 -0.0346858 0.00845766 0.0182192 -0.00222918 -0.0683413 -0.0497679 0 0 0 0 0 0 -0.111541 -0.00984276 0.0322034 0.00748662 -0.132106 -0.118592 10 
0.00302103 8.95236 -0.386684 0.0356995 0.362203 -0.0146083 -0.301449 -0.401807 -0.145542 -0.00407852 0.248437 0.00332446 -0.0652121 -0.117786 -0.0905083 0.0288757 0.06041 -0.0175362 -0.0556311 -0.0992714 -0.0334167 0.00989196 0.0179386 -0.005577 -0.0553147 -0.0534617 0 0 0 0 0 0 -0.117217 0.00101033 0.0354171 0.00518039 -0.125291 -0.131288 10 
0.00402758 8.77901 -0.35838 0.0305251 0.353007 -0.00691682 -0.2659 -0.380498 -0.148815 -0.00392805 0.253124 0.00289422 -0.0716843 -0.131724 -0.0778453 0.0237976 0.0505417 -0.00966748 -0.0390855 -0.0891767 -0.0272952 0.0152958 0.0223479 -0.00314441 -0.0474567 -0.0425167 0 0 0 0 0 0 -0.104424 -0.00464018 0.0269932 0.00300085 -0.107673 -0.117081 10 
0.00503026 9.25479 -0.391305 0.0358849 0.378247 0.000260235 -0.356594 -0.414345 -0.151729 -0.000939728 0.255947 0.0012358 -0.0760797 -0.135314 -0.0720558 0.0218224 0.054179 -0.0145617 -0.0390984 -0.0688248 -0.0414671 0.0225701 0.0259543 -0.00608788 -0.0678983 -0.0537096 0 0 0 0 0 0 -0.126053 -0.00756787 0.0421672 0.019674 -0.173518 -0.156496 10 
0.00602419 9.13385 -0.406166 0.0313659 0.371831 -0.0263311 -0.340001 -0.405055 -0.156614 0.000194119 0.258636 -0.000348523 -0.0793282 -0.138623 -0.0663799 0.00805211 0.0532808 -0.014634 -0.0434104 -0.0586124 -0.0460986 0.0192467 0.0209757 -0.00122038 -0.0674539 -0.0638259 0 0 0 0 0 0 -0.137074 0.00387297 0.0389393 -0.0101281 -0.149808 -0.143994 10 
0.00702614 8.94759 -0.375546 0.0306918 0.36195 -0.0144022 -0.330456 -0.40887 -0.15423 0.000347537 0.257086 -0.000659615 -0.079367 -0.136388 -0.0467406 0.00931616 0.0485838 -0.00899666 -0.0460811 -0.0672674 -0.0461652 0.0137372 0.0199595 -0.00235808 -0.0526132 -0.060789 0 0 0 0 0 0 -0.128411 0.00729095 0.0363202 -0.00238788 -0.152395 -0.144426 10 
0.00800478 8.95098 -0.375114 0.0264996 0.36213 -0.00622125 -0.294797 -0.393481 -0.162246 0.00220167 0.261432 -0.00192239 -0.0822439 -0.142217 -0.0477169 0.00121734 0.0385379 -0.00124712 -0.0300736 -0.0410841 -0.0429945 0.0164858 0.0189845 -0.00533944 -0.0445466 -0.0630689 0 0 0 0 0 0 -0.122157 0.00659479 0.0431757 0.0022877 -0.137933 -0.147111 10 
0.00901935 8.8364 -0.358393 0.0297485 0.356051 -0.0132209 -0.29148 -0.368564 -0.165235 0.00576452 0.264344 -0.00373887 -0.0839097 -0.146099 -0.0295487 0.00248819 0.0220235 0.00391197 -0.0334097 -0.042354 -0.0359459 0.0105426 0.0218459 -0.00388357 -0.0338872 -0.0439914 0 0 0 0 0 0 -0.127663 0.0109532 0.047837 -0.00951042 -0.140273 -0.13612 10 
0.0100153 8.44603 -0.337512 0.00360765 0.335341 -0.00892446 -0.282033 -0.351627 -0.165954 0.00485251 0.264259 -0.00313674 -0.0835985 -0.146282 -0.0369859 -0.00353042 0.0222502 0.00313047 -0.0276117 -0.0347661 -0.0224472 0.00646212 0.0144411 -0.00720508 -0.0275685 -0.0350632 0 0 0 0 0 0 -0.112124 -0.00417656 0.034391 -0.00171311 -0.143254 -0.135515 10 
