# LF_DEM version v2.0-525-gc482fc8
# np 200
# VF 0.45
# Lx 13.9626
# Ly 13.9626
# Lz 13.9626
# data in repulsive units.
#1: particle index
#2: radius
#3-5: position (x, y, z)
#6-8: velocity (x, y, z)
#9-11: angular velocity (x, y, z)

# 0 0.0418878 0.2 0 0 
0 1 -0.394409 3.15058 -0.0695366 -0.000865142 -0.0286826 0.0690739 -0.00615945 0.0732501 -0.00348514 
1 1 5.52509 -5.26872 1.08022 0.166372 -0.015356 0.120278 -0.0123558 0.123524 0.00788063 
2 1 -2.94247 -4.89011 -0.449941 -0.0349199 -0.0132488 0.0054444 -0.0301529 0.114676 -0.00664294 
3 1 -3.6801 -1.56111 0.989249 0.167551 -0.0405939 -0.0396235 -0.00972027 0.136811 0.00811253 
4 1 -3.31571 -2.6926 5.68102 1.1211 -0.0248767 -0.00959556 -0.0094959 0.0904413 0.0199532 
5 1 2.53305 5.66096 4.87451 1.06122 0.034554 -0.0476284 -0.00469683 0.105619 0.0133321 
6 1 0.954198 -0.453801 -2.65021 -0.525344 -0.0784386 -0.0247511 -0.0063689 0.101078 0.00590841 
7 1 -0.865872 0.353802 -4.43822 -0.860282 -0.00372533 -0.0440079 -0.0136148 0.0635823 -0.0186261 
8 1 -4.46425 5.11563 6.56679 1.26753 -0.0177738 0.0293862 -0.00565638 0.0974047 0.00758708 
9 1 -2.62497 -0.0210627 0.00527275 -0.0204909 -0.0441666 -0.114178 0.0183167 0.0921246 0.00170468 
10 1 2.92669 -0.752825 -2.1185 -0.430458 0.00679238 0.0703149 -0.00422659 0.0897893 0.0176991 
11 1 0.835811 -0.409439 -5.85394 -1.10785 0.0374847 0.0477619 0.0146008 0.0595692 -0.00414637 
12 1 -4.557 -3.61101 -0.838747 -0.133622 -0.0291227 -0.00469199 -0.00965061 0.0846969 -0.00112632 
13 1 3.24908 2.6194 -2.9304 -0.602682 -0.0273186 0.03125 -0.00695184 0.0979547 -0.0261349 
14 1 5.67339 -3.27626 -3.20856 -0.711663 0.00880389 0.0504587 0.00912173 0.0848555 0.000150985 
15 1 -5.64118 0.660089 -3.7799 -0.770115 -0.00742932 0.012705 0.0325142 0.121261 -0.00809871 
16 1 5.84753 5.79961 -2.00248 -0.424417 -0.0311484 -0.0364477 0.00489692 0.112795 0.018715 
17 1 4.0708 5.37716 2.51519 0.328591 -0.0312592 0.00115267 -0.00507865 0.113998 0.0465463 
18 1 -6.11054 -4.49179 3.62499 0.831132 -0.0165451 -0.0588512 -0.0106191 0.156734 -0.00377261 
19 1 6.95472 0.838664 -2.23527 -0.510701 -0.0183387 0.10389 -0.00392054 0.107043 -0.00738931 
20 1 -5.01627 -0.410405 -5.47894 -1.10905 0.0492363 -0.0714439 -0.00203827 0.102616 0.0106873 
21 1 2.58895 -1.44141 0.113886 0.0184199 -0.0247301 0.0250079 -0.014283 0.0744789 -0.00473136 
22 1 0.81563 1.13347 2.80628 0.565298 -0.0149254 0.0447637 -0.00977128 0.0886592 0.0181763 
23 1 -3.45182 -3.97387 4.05546 0.934279 -0.00522611 -0.0059057 -0.0122044 0.113962 -0.00874432 
24 1 2.05912 4.31539 -2.99482 -0.553664 -0.0129204 0.0542803 -0.00222053 0.112137 -0.0150013 
25 1 -1.07989 -6.02117 -0.00932898 0.0450541 -0.0484896 -0.0989264 -0.000412491 0.090784 0.00389163 
26 1 3.75678 -6.38815 -4.683 -0.941937 0.0365125 0.0884846 -0.0123994 0.111646 -0.00354107 
27 1 2.17958 -2.89019 -4.13342 -0.873029 -0.00923062 0.0507377 -0.0160903 0.0898323 0.00892357 
28 1 -3.14559 3.5524 6.96012 1.38226 0.107696 0.0409066 -0.0180685 0.0960983 0.0280482 
29 1 -4.46119 -6.01509 1.24981 0.259205 0.0437501 0.0295097 -0.0086325 0.07629 0.00915607 
30 1 -1.31248 5.81415 6.41372 1.17935 0.00418993 -0.0267569 -0.0101883 0.0739989 -0.00906926 
31 1 -5.04149 4.76111 4.37285 0.860572 0.00154322 0.0549801 0.0147817 0.0904468 0.00789475 
32 1 -1.84919 -4.58421 1.31839 0.309819 -0.00534074 -0.121018 -0.0145346 0.0823565 -0.0178321 
33 1 0.939075 -5.58433 -0.151373 0.00949942 -0.0242798 0.0689356 0.014425 0.0755581 0.0111452 
34 1 1.83904 -3.98753 -1.1785 -0.30518 0.0313807 -0.0126078 -0.0104103 0.133029 0.0079185 
35 1 4.51993 -2.30671 3.69922 0.785406 0.0274643 0.109549 -0.00679775 0.160336 0.00715741 
36 1 -0.504114 -6.56962 -5.25139 -1.04941 0.00266396 -0.0821292 0.00150843 0.0553303 -0.0136746 
37 1 1.09768 1.68812 -6.17369 -1.13004 0.00708165 -0.013683 -0.0203931 0.117349 0.00725795 
