# np1 np2 vf lx ly lz vf1 vf2 disp
# 147 53 0.45 13.9626 13.9626 13.9626 0.225 0.225 0
6.58689 10.1323 13.892 1 
12.5039 1.71283 1.07838 1 
4.03934 2.0914 13.5126 1 
3.29868 5.42082 0.989878 1 
3.64879 4.28912 5.68118 1 
9.49841 12.6417 4.87526 1 
7.94336 6.52877 11.3128 1 
6.1283 7.33516 9.52506 1 
2.49807 12.0972 6.56634 1 
4.35664 6.96093 0.00705811 1 
9.91451 6.22839 11.843 1 
7.83374 6.57129 8.1079 1 
2.42632 3.37076 13.1239 1 
10.2394 9.60113 11.0317 1 
12.6654 3.70491 10.7532 1 
1.35168 7.64148 10.1825 1 
12.8352 12.7814 11.9607 1 
11.0473 12.359 2.51525 1 
0.85824 2.48981 3.62591 1 
13.9437 7.82025 11.7257 1 
1.98167 6.57012 8.48478 1 
9.56998 5.54029 0.113487 1 
7.78844 8.11499 2.80558 1 
3.51539 3.00753 4.05557 1 
9.04864 11.2969 10.9669 1 
5.90068 0.960915 13.9548 1 
10.7522 0.592556 9.27818 1 
9.17405 4.09124 9.82838 1 
3.81496 10.532 6.95949 1 
2.51621 0.965514 1.24936 1 
5.65117 12.7954 6.41415 1 
1.9269 11.7424 4.37201 1 
5.12743 2.39721 1.32029 1 
7.9202 1.39735 13.8102 1 
8.82493 2.99328 12.7843 1 
11.4894 4.67414 3.69752 1 
6.49291 0.411616 8.71251 1 
8.0959 8.6693 7.78912 1 
1.45549 8.48344 13.1348 1 
3.85251 3.67295 10.7569 1 
2.33591 5.58337 6.68883 1 
13.2943 7.22833 9.6372 1 
6.03859 1.15958 6.8363 1 
11.1795 1.87015 7.60023 1 
9.28911 7.2062 1.67912 1 
11.0303 13.9075 13.0957 1 
8.1316 12.8059 12.0492 1 
6.9841 6.14196 2.32785 1 
1.89263 10.9535 13.3917 1 
5.43179 8.05257 6.06016 1 
2.96164 12.5741 8.52727 1 
4.39388 8.61466 4.31667 1 
10.8403 9.53956 8.78965 1 
1.88401 9.4288 11.1508 1 
8.84231 10.3321 9.14391 1 
5.09424 10.2537 5.36612 1 
4.11822 12.0679 5.18849 1 
11.1167 12.3476 6.11568 1 
13.5746 8.59232 0.0977589 1 
6.18918 1.66962 10.3276 1 
0.502513 0.0669758 11.5972 1 
0.426356 4.57669 6.58278 1 
8.15665 4.97332 12.6523 1 
5.12168 11.0481 3.45323 1 
11.8188 8.24067 11.2651 1 
4.52385 10.3583 0.0129738 1 
8.4085 4.69558 1.95193 1 
8.14199 13.6188 7.47356 1 
11.381 5.50365 10.4179 1 
6.4785 10.5072 11.7725 1 
8.60826 1.61382 6.26064 1 
3.64426 11.3339 12.3638 1 
10.0862 12.9667 7.8683 1 
1.39482 7.12587 2.53506 1 
2.06157 0.131423 9.91766 1 
2.58172 5.58231 11.1734 1 
0.220305 10.6725 3.70749 1 
7.51734 3.04804 11.164 1 
0.10892 10.3661 1.52939 1 
7.15505 2.45408 1.84926 1 
13.6193 0.61481 5.67751 1 
2.22923 7.23891 0.63089 1 
3.0959 11.2574 1.26571 1 
3.88972 3.31317 7.57362 1 
7.16755 12.109 13.8672 1 
4.64205 4.18611 2.2769 1 
3.76759 7.9679 1.81208 1 
7.57748 6.1329 0.332091 1 
8.19888 0.311703 4.69449 1 
10.6635 3.76315 11.2993 1 
3.3222 10.7748 9.60903 1 
9.01456 6.34208 6.39804 1 
12.8125 9.83758 9.88017 1 
5.83374 6.58567 7.52938 1 
1.51478 0.8436 4.67602 1 
1.74844 12.8438 1.07398 1 
13.4166 0.734127 13.2512 1 
9.80742 8.79901 3.1936 1 
9.00133 7.81985 13.4641 1 
9.98302 1.28722 0.449791 1 
0.219842 12.973 4.40028 1 
5.23448 3.20059 9.13493 1 
3.17801 3.26273 1.12213 1 
2.40424 2.1366 10.2436 1 
2.95266 7.2657 12.3728 1 
5.13243 0.989598 12.0292 1 
11.1846 2.86586 9.47447 1 
4.72088 2.53535 5.82926 1 
8.36015 10.6112 12.8015 1 
12.0968 10.8059 3.42882 1 
0.188059 0.972036 9.00215 1 
13.2117 11.3105 7.67985 1 
8.2288 8.57555 10.7458 1 
7.10516 7.67523 4.82194 1 
13.6311 8.36573 2.19828 1 
3.48463 7.37323 6.72928 1 
8.11755 10.7256 3.27167 1 
11.8528 6.07383 8.45044 1 
3.88101 1.48872 2.70962 1 
10.2139 2.6668 5.37427 1 
8.92172 3.00905 0.881184 1 
0.370604 2.5977 10.26 1 
1.85774 3.32957 5.2787 1 
1.29633 1.94686 11.996 1 
3.29678 9.29324 12.6805 1 
7.91438 11.531 7.60946 1 
12.688 3.88632 8.18438 1 
5.19557 9.54297 1.83791 1 
10.0666 10.9354 7.48632 1 
10.7986 2.40956 12.8825 1 
13.3401 13.1947 9.98733 1 
6.24481 9.3095 3.62626 1 
8.3497 13.0676 9.96656 1 
5.97129 13.0972 12.5101 1 
8.39262 12.9001 3.14856 1 
0.798895 12.4037 8.64346 1 
5.42234 7.35768 3.0387 1 
1.8137 0.361832 7.88389 1 
7.55797 12.5295 5.59623 1 
11.392 5.03015 12.7694 1 
6.12161 12.2833 8.39507 1 
13.6955 6.25409 1.5623 1 
1.08408 1.95858 0.0836214 1 
10.4164 0.415341 5.91202 1 
0.546083 12.8019 6.46207 1 
13.058 5.80697 11.7586 1 
13.2296 2.10316 7.16678 1 
1.62824 7.68598 4.99524 1.4 
1.63553 11.9029 11.0296 1.4 
7.94222 3.50533 4.58845 1.4 
12.8647 8.68733 4.6855 1.4 
13.13 3.24072 13.1372 1.4 
12.765 12.6209 0.480125 1.4 
11.9319 5.28682 6.06642 1.4 
7.56709 10.0213 5.59004 1.4 
9.40681 1.6059 2.86292 1.4 
6.49827 7.90439 12.8065 1.4 
3.98141 13.2891 0.102811 1.4 
8.96712 6.1269 3.9109 1.4 
4.59217 12.7034 10.4872 1.4 
3.53384 13.0088 2.97299 1.4 
9.92072 7.27029 9.42787 1.4 
2.52501 9.68999 3.0927 1.4 
8.6206 1.76479 8.79393 1.4 
1.0805 5.52637 13.2228 1.4 
0.545192 5.01176 9.75432 1.4 
12.457 13.692 7.69844 1.4 
10.797 11.386 12.7199 1.4 
5.76173 0.868112 4.32194 1.4 
1.49395 2.85386 8.03132 1.4 
11.5536 7.04208 2.70481 1.4 
6.85081 4.97611 9.72706 1.4 
4.12762 8.53584 10.4454 1.4 
9.39382 0.94521 11.4582 1.4 
11.6809 9.88814 1.10505 1.4 
11.2107 11.9005 9.89193 1.4 
11.565 4.56252 1.22803 1.4 
4.11973 5.39683 8.88766 1.4 
5.84945 5.50658 4.78823 1.4 
3.51367 0.341066 6.06763 1.4 
6.4613 3.8098 7.04505 1.4 
2.30987 9.00263 8.21698 1.4 
6.30783 13.3788 1.88971 1.4 
6.39426 9.9603 9.20837 1.4 
3.19587 5.6836 3.6336 1.4 
12.6482 2.75052 4.84376 1.4 
9.35439 12.8731 0.772873 1.4 
13.4679 10.3394 12.2606 1.4 
9.51321 4.08626 7.31334 1.4 
0.233319 5.18106 4.18313 1.4 
11.133 7.9432 6.88964 1.4 
12.2826 1.28193 11.1103 1.4 
8.77026 9.70704 1.1143 1.4 
13.8711 7.07592 7.23618 1.4 
11.4666 7.32987 13.7375 1.4 
0.854772 10.2977 6.07199 1.4 
4.09315 1.0323 8.80886 1.4 
10.4363 10.1743 5.15164 1.4 
0.304113 0.4663 2.30661 1.4 
0.612444 3.89 1.59561 1.4 
